Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
Matt Sweeney,Matt Sweeney,,8,11,9,0.186698,0.193995,256853.420309,0.001223,0.001223,24,0.000118,0,0.107143,3,0.045996
Scott Asheton,Scott Asheton,,5,6,9,0.18593,0.192709,62115.124307,0.001178,0.001178,7,0.00008,0,0.1,1,0.036092
SX-10,SX-10,,2,2,9,0.180392,0.187268,12698.907873,0.000831,0.000831,18,0.000029,0,0,0,0.028763
Daron Malakian,Daron Malakian,,1,2,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Kokane,Kokane,,2,3,9,0.177196,0.184667,8976.63187,0.00095,0.00095,0,0.00003,0,0,0,0.033004
Eric %22Bobo%22 Correa,Eric %22Bobo%22 Correa,,3,3,9,0.188343,0.195669,32733.705316,0.001074,0.001074,12,0.000038,0,0,0,0.041621
House of Pain,House of Pain,,1,2,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Soul Assassins,Soul Assassins,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Kottonmouth Kings,Kottonmouth Kings,,1,2,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Psycho Realm,Psycho Realm,,2,3,9,0.174184,0.180709,0,0.000738,0.000738,0,0.00003,0,1,1,0.028186
La Coka Nostra,La Coka Nostra,,1,2,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Young De,Young De,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Sol Invicto,Sol Invicto,,2,2,9,0.174741,0.181202,26805.002,0.000626,0.000626,10,0.000032,0,0,0,0.023865
Richie Londres,Richie Londres,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Deadmau5,Deadmau5,,21,30,9,0.193497,0.202854,446569.230528,0.001807,0.001807,25,0.000306,0,0.004762,1,0.088554
Fergie (singer),Fergie (singer),,6,6,9,0.18489,0.193089,57150.410748,0.002474,0.002474,5,0.000071,0,0.066667,1,0.058415
P.O.D.,P.O.D.,,2,2,9,0.17467,0.181239,10233.89552,0.000672,0.000672,8,0.00003,0,0,0,0.025284
Everlast (musician),Everlast (musician),,3,4,9,0.182734,0.190113,18058.751545,0.001031,0.001031,3,0.000037,0,0.333333,1,0.038318
Funkdoobiest,Funkdoobiest,,1,2,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Xzibit,Xzibit,,2,2,9,0.176398,0.182831,11935.386412,0.000715,0.000715,0,0.000031,0,0,0,0.025363
Eazy-E,Eazy-E,,9,11,8,0.19223,0.20231,115708.353381,0.003646,0.003646,0,0.000101,0,0.083333,3,0.100336
Mike Shinoda,Mike Shinoda,,4,4,9,0.185339,0.193996,47729.878135,0.001451,0.001451,24,0.000052,0,0,0,0.059351
Cypress X Rusko,Cypress X Rusko,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
DJ Muggs,DJ Muggs,,3,3,9,0.179742,0.1868,49841.282122,0.000899,0.000899,3,0.000046,0,0,0,0.034113
Demmette Guidry,Demmette Guidry,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
The Whooliganz,The Whooliganz,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Mellow Man Ace,Mellow Man Ace,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Tha Mexakinz,Tha Mexakinz,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Demrick,Demrick,,2,2,9,0.174184,0.180709,0,0.000738,0.000738,0,0.00003,0,1,1,0.028186
Dilated Peoples,Dilated Peoples,,4,5,9,0.183305,0.191682,23221.293515,0.001927,0.001927,0,0.000051,0,0.166667,1,0.062065
The 7A3,The 7A3,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Sen Dog,Sen Dog,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
King T,King T,,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Paul Rosenberg (music manager),Paul Rosenberg (music manager),,1,1,9,0.173964,0.180353,0,0.000621,0.000621,0,0.000019,0,0,0,0.022355
Big Chris Flores,Big Chris Flores,,2,3,8,0.18591,0.192219,19416,0.001319,0.001319,13,0.000036,0,0,0,0.025489
Cedric the Entertainer,Cedric the Entertainer,,1,1,9,0.156767,0.160409,0,0.000092,0.000092,13,0.000023,0,0,0,0.002253
Andrew Stockdale,Andrew Stockdale,,2,3,8,0.186723,0.193212,2380.906308,0.001379,0.001379,13,0.000027,0,0,0,0.027427
Ian Astbury,Ian Astbury,,12,22,8,0.200523,0.209294,259710.603331,0.003467,0.003467,12,0.000147,0,0.060606,4,0.102117
Southern Death Cult,Southern Death Cult,,6,11,9,0.18099,0.187906,77658,0.001095,0.001095,12,0.000103,0,0.066667,1,0.036922
The Doors of the 21st Century,The Doors of the 21st Century,,1,1,9,0.167031,0.171763,0,0.000242,0.000242,12,0.000018,0,0,0,0.007856
UNKLE,UNKLE,,4,4,9,0.175086,0.181545,4537.154206,0.000858,0.000858,3,0.00005,0,0,0,0.026727
Billy Gibbons,Billy Gibbons,,15,24,8,0.209531,0.219574,724417.739853,0.005176,0.005176,13,0.000184,0,0.009524,1,0.143162
Brooks & Dunn,Brooks & Dunn,,4,5,9,0.176038,0.182071,20110.522177,0.000461,0.000461,13,0.00005,0,0,0,0.020032
DJ Screw,DJ Screw,,1,1,9,0.173235,0.178508,0,0.000362,0.000362,13,0.000018,0,0,0,0.010616
Supersonic Blues Machine,Supersonic Blues Machine,,1,1,9,0.173235,0.178508,0,0.000362,0.000362,13,0.000018,0,0,0,0.010616
Lance Lopez,Lance Lopez,,1,1,9,0.173235,0.178508,0,0.000362,0.000362,13,0.000018,0,0,0,0.010616
Screwed-up Click,Screwed-up Click,,1,1,9,0.173235,0.178508,0,0.000362,0.000362,13,0.000018,0,0,0,0.010616
Moving Sidewalks,Moving Sidewalks,,1,1,9,0.173235,0.178508,0,0.000362,0.000362,13,0.000018,0,0,0,0.010616
Nickelback,Nickelback,,3,3,8,0.182372,0.188742,17954.834164,0.000768,0.000768,26,0.000038,0,0,0,0.023499
Scars on Broadway,Scars on Broadway,,5,8,9,0.178355,0.18598,18061.898159,0.001024,0.001024,13,0.000057,0,0.1,1,0.040183
Pusher Jones,Pusher Jones,,1,1,9,0.163337,0.167935,0,0.000212,0.000212,13,0.000017,0,0,0,0.005453
Myles Kennedy,Myles Kennedy,,6,11,8,0.191777,0.199371,72005.730154,0.00213,0.00213,13,0.00007,0,0.133333,2,0.053424
Samantha Ronson,Samantha Ronson,,9,11,8,0.194924,0.202706,130738.306051,0.002332,0.002331,13,0.000119,0,0,0,0.054406
Wale (rapper),Wale (rapper),,2,2,9,0.167863,0.17314,4046.756913,0.000317,0.000317,13,0.000029,0,0,0,0.010889
M. Shadows,M. Shadows,,6,8,8,0.191408,0.198992,62096.904711,0.00187,0.001869,13,0.000074,0,0,0,0.048235
Machine Gun Kelly (rapper),Machine Gun Kelly (rapper),,1,1,9,0.160658,0.164914,0,0.000131,0.000131,13,0.000018,0,0,0,0.004055
Clair Marlo,Clair Marlo,,10,15,9,0.169547,0.175696,135929.669816,0.001793,0.001793,6,0.000168,0,0,0,0.028433
Steve Katz (musician),Steve Katz (musician),,1,1,10,0.144969,0.14863,0,0.000125,0.000125,6,0.000022,0,0,0,0.003197
Grant Geissman,Grant Geissman,,1,1,10,0.144969,0.14863,0,0.000125,0.000125,6,0.000022,0,0,0,0.003197
Pat Coil,Pat Coil,,1,1,10,0.144969,0.14863,0,0.000125,0.000125,6,0.000022,0,0,0,0.003197
Craig Fuller,Craig Fuller,,1,1,10,0.144969,0.14863,0,0.000125,0.000125,6,0.000022,0,0,0,0.003197
Randy Kerber,Randy Kerber,,1,1,10,0.144969,0.14863,0,0.000125,0.000125,6,0.000022,0,0,0,0.003197
"Oscar Seaton, Jr.","Oscar Seaton, Jr.",,3,3,9,0.170119,0.176994,4990.179147,0.001143,0.001143,5,0.000035,0,0,0,0.020942
Jody Cortez,Jody Cortez,,2,2,9,0.16942,0.174929,14020.096784,0.000441,0.000441,10,0.000027,0,0,0,0.013183
David Brown (American musician),David Brown (American musician),,1,1,9,0.163011,0.168235,0,0.00035,0.00035,6,0.000017,0,0,0,0.007241
Ai (singer),Ai (singer),,1,1,9,0.172015,0.178013,0,0.000882,0.000882,5,0.000017,0,0,0,0.011886
Carole King,Carole King,,5,5,8,0.193755,0.202582,49743.645104,0.003399,0.003399,26,0.000055,0,0,0,0.058835
Barry Manilow,Barry Manilow,,2,2,9,0.178588,0.185306,4347.260215,0.001295,0.001295,5,0.000026,0,0,0,0.019645
Nick Martinelli,Nick Martinelli,,9,14,9,0.167012,0.173636,64411.163813,0.001233,0.001233,5,0.000117,0,0.027778,1,0.026349
Evelyn %22Champagne%22 King,Evelyn %22Champagne%22 King,,1,2,9,0.166158,0.171859,0,0.00066,0.00066,5,0.000017,0,0,0,0.009656
Larry Williams (jazz musician),Larry Williams (jazz musician),,3,4,9,0.173706,0.180823,19416,0.002673,0.002673,5,0.000043,0,0.333333,1,0.020009
Harvey Mason,Harvey Mason,,1,1,9,0.165316,0.171398,0,0.001334,0.001334,5,0.000017,0,0,0,0.008812
Sheila E,Sheila E,,1,1,10,0.147999,0.152245,0,0.000187,0.000187,5,0.00002,0,0,0,0.002021
Caiphus Semenya,Caiphus Semenya,,6,9,9,0.182261,0.191337,84993.379425,0.011432,0.011432,5,0.000105,0,0,0,0.05713
Jonas Gwangwa,Jonas Gwangwa,,1,1,10,0.154164,0.159361,0,0.000799,0.000799,5,0.000023,0,0,0,0.004429
Miriam Makeba,Miriam Makeba,,1,1,10,0.154164,0.159361,0,0.000799,0.000799,5,0.000023,0,0,0,0.004429
Hotep Idris Galeta,Hotep Idris Galeta,,1,1,10,0.154164,0.159361,0,0.000799,0.000799,5,0.000023,0,0,0,0.004429
Nikki Yanofsky,Nikki Yanofsky,,2,2,9,0.181301,0.190235,0,0.011926,0.011926,5,0.000028,0,1,1,0.054639
Patti Austin,Patti Austin,,4,4,9,0.183335,0.19313,17330.784987,0.012098,0.012098,5,0.000047,0,0,0,0.065349
Clark Terry,Clark Terry,,31,51,8,0.194021,0.207018,607006.672316,0.119745,0.119745,26,0.000308,0,0.036559,17,0.398001
Justin Kauflin,Justin Kauflin,,3,5,9,0.182734,0.192325,9249.474498,0.019774,0.019774,5,0.000036,0,0.333333,1,0.078519
Don Friedman,Don Friedman,,3,3,9,0.164064,0.171729,3129.835405,0.013929,0.013929,26,0.000035,0,0,0,0.046755
Vanessa Rubin,Vanessa Rubin,,1,1,9,0.162495,0.169388,0,0.00837,0.00837,26,0.000016,0,0,0,0.025736
Oliver Jones (pianist),Oliver Jones (pianist),,6,9,9,0.164785,0.172799,58405.382262,0.024601,0.024601,26,0.000083,0,0.133333,2,0.067226
Lalo Schifrin,Lalo Schifrin,,5,5,9,0.170528,0.179675,3394.605326,0.043613,0.043613,26,0.000053,0,0.2,2,0.122396
Yusef Lateef,Yusef Lateef,,4,5,9,0.168441,0.176822,2227.483791,0.016673,0.016673,26,0.000041,0,0,0,0.059665
J.J. Johnson,J.J. Johnson,,4,4,9,0.166863,0.17554,1347.481079,0.02688,0.02688,26,0.000041,0,0.166667,1,0.085337
Clifford Brown,Clifford Brown,,8,13,9,0.166714,0.175728,33778.699701,0.025055,0.025055,26,0.000089,0,0,0,0.086228
Terri Lyne Carrington,Terri Lyne Carrington,,1,1,9,0.162495,0.169388,0,0.00837,0.00837,26,0.000016,0,0,0,0.025736
Eddie %22Lockjaw%22 Davis,Eddie %22Lockjaw%22 Davis,,3,3,9,0.164031,0.171608,196.380875,0.015911,0.015912,26,0.000032,0,0,0,0.047678
Dianne Reeves,Dianne Reeves,,2,2,9,0.163732,0.170669,2108.336319,0.00845,0.00845,26,0.000028,0,0,0,0.027176
Oliver Nelson,Oliver Nelson,,3,3,9,0.163829,0.171473,1065.544873,0.016062,0.016062,26,0.000035,0,0,0,0.052753
Aaliyah,Aaliyah,,11,11,8,0.201436,0.213297,225028.841186,0.027,0.027,5,0.000105,0,0.290909,16,0.256729
Smoke E. Digglera,Smoke E. Digglera,,8,15,9,0.182227,0.191219,235.191982,0.012792,0.012792,5,0.000077,0,0.75,21,0.162571
Playa (band),Playa (band),,15,28,9,0.182716,0.192061,58353.540357,0.014957,0.014956,5,0.000155,0,0.314286,33,0.194215
Dean Martin,Dean Martin,,8,8,8,0.190221,0.201108,76810.609417,0.027185,0.027185,26,0.000084,0,0.071429,2,0.126485
Nana Mouskouri,Nana Mouskouri,,1,1,9,0.1813,0.190209,0,0.011092,0.011092,5,0.000016,0,0,0,0.050783
Jimmy Heath,Jimmy Heath,,20,23,9,0.176838,0.186865,143082.040556,0.058417,0.058417,26,0.000201,0,0.047368,9,0.189543
James Moody (saxophonist),James Moody (saxophonist),,15,20,9,0.172708,0.182178,135177.400408,0.035034,0.035034,26,0.000182,0,0.019048,2,0.111907
Mickey Roker,Mickey Roker,,20,26,8,0.184112,0.194766,232354.053301,0.084562,0.084562,26,0.000199,0,0.047368,9,0.251359
Valerie Capers,Valerie Capers,,6,8,9,0.168062,0.176448,22617.171581,0.027105,0.027105,26,0.000069,0,0.133333,2,0.077351
Ron Holloway,Ron Holloway,,8,13,9,0.177339,0.185678,138227.120335,0.018497,0.018497,9,0.000094,0,0,0,0.066912
Sam Jones (musician),Sam Jones (musician),,15,19,9,0.172295,0.182078,43004.081633,0.05749,0.05749,26,0.000142,0,0.047619,5,0.169303
Fats Navarro,Fats Navarro,,14,16,8,0.178949,0.189368,74200.995765,0.062723,0.062723,26,0.000134,0,0.043956,4,0.200979
Dinah Washington,Dinah Washington,,11,20,8,0.187383,0.198547,172916.40088,0.033736,0.033736,26,0.000119,0,0.036364,2,0.143253
Eddie Chamblee,Eddie Chamblee,,3,5,9,0.160835,0.168714,19416,0.010749,0.010749,26,0.000043,0,0.333333,1,0.040655
Joe Zawinul,Joe Zawinul,,9,10,8,0.184929,0.194469,69616.212624,0.019568,0.019568,26,0.000092,0,0,0,0.090852
Emily Bear,Emily Bear,,2,3,9,0.181301,0.190235,0,0.011926,0.011926,5,0.000028,0,1,1,0.054639
Mulgrew Miller,Mulgrew Miller,,2,2,9,0.161047,0.167766,65.448399,0.004452,0.004452,26,0.000026,0,0,0,0.019956
El DeBarge,El DeBarge,,12,17,8,0.189617,0.200277,82197.42676,0.016612,0.016612,5,0.000124,0,0.030303,2,0.111765
"Lee England, Jr.","Lee England, Jr.",,3,4,9,0.181386,0.190389,26243.902675,0.011226,0.011226,5,0.000047,0,0,0,0.05314
Michael Jordan,Michael Jordan,,2,2,9,0.163083,0.169267,395.32721,0.001127,0.001127,5,0.000031,0,0,0,0.00993
Donny Hathaway,Donny Hathaway,,8,13,8,0.188929,0.199339,81404.403792,0.013332,0.013332,5,0.000089,0,0.035714,1,0.087521
Leroy Hutson,Leroy Hutson,,1,2,9,0.158908,0.164734,0,0.000932,0.000932,5,0.000017,0,0,0,0.006452
Big Daddy Kane,Big Daddy Kane,,26,36,8,0.196044,0.207249,577918.143754,0.01553,0.01553,0,0.000322,0,0.009231,3,0.158715
Positive K,Positive K,,1,1,9,0.163912,0.169905,0,0.001086,0.001086,0,0.000018,0,0,0,0.01254
Keith Murray (rapper),Keith Murray (rapper),,13,19,9,0.181763,0.191572,102215.574081,0.004569,0.004569,0,0.000161,0,0.012821,1,0.081653
Mister Cee,Mister Cee,,1,1,9,0.163912,0.169905,0,0.001086,0.001086,0,0.000018,0,0,0,0.01254
Prince Paul (producer),Prince Paul (producer),,1,2,9,0.163912,0.169905,0,0.001086,0.001086,0,0.000018,0,0,0,0.01254
J.Period,J.Period,,4,6,9,0.179253,0.187555,45475.355838,0.002017,0.002017,0,0.000057,0,0,0,0.047646
Roxanne Shanté,Roxanne Shanté,,3,3,9,0.168752,0.176087,11395.96317,0.001596,0.001596,0,0.00004,0,0,0,0.027881
Gang Starr Foundation,Gang Starr Foundation,,7,9,9,0.181606,0.191064,26592.893335,0.00415,0.00415,0,0.000085,0,0.285714,6,0.106749
Tupac Shakur,Tupac Shakur,,5,5,8,0.177732,0.186092,21181.003278,0.00217,0.00217,0,0.000061,0,0.2,2,0.042545
Easy Mo Bee,Easy Mo Bee,,2,3,9,0.166028,0.172473,0,0.001263,0.001263,0,0.00003,0,1,1,0.019399
Big L,Big L,,1,1,9,0.163912,0.169905,0,0.001086,0.001086,0,0.000018,0,0,0,0.01254
Juice Crew,Juice Crew,,2,2,9,0.167365,0.174546,882.237679,0.001571,0.001571,0,0.000029,0,0,0,0.025431
Kool G. Rap,Kool G. Rap,,1,1,9,0.163912,0.169905,0,0.001086,0.001086,0,0.000018,0,0,0,0.01254
MC Hammer,MC Hammer,,22,34,8,0.190872,0.201106,291992.366463,0.005255,0.005255,0,0.000284,0,0.012987,3,0.11167
Monie Love,Monie Love,,1,1,9,0.163912,0.169905,0,0.001086,0.001086,0,0.000018,0,0,0,0.01254
Grand Daddy I.U.,Grand Daddy I.U.,,2,2,9,0.167365,0.174546,882.237679,0.001571,0.001571,0,0.000029,0,0,0,0.025431
Treacherous Three,Treacherous Three,,4,4,9,0.176339,0.183359,18580.707552,0.001812,0.001812,0,0.000051,0,0,0,0.033411
Sauce Money,Sauce Money,,4,6,9,0.178646,0.186812,25113.712881,0.003096,0.003096,0,0.000053,0,0,0,0.044984
Leaders of the New School,Leaders of the New School,,2,2,9,0.168566,0.176022,1805.233351,0.001688,0.001688,0,0.00003,0,0,0,0.031292
Tony Touch,Tony Touch,,2,2,9,0.170335,0.176589,6482.451275,0.001203,0.001203,0,0.000029,0,0,0,0.018371
Harold Faltermeyer,Harold Faltermeyer,,2,2,9,0.178103,0.185193,0,0.002367,0.002367,5,0.000027,0,1,1,0.026544
Mickey Thomas (singer),Mickey Thomas (singer),,1,1,9,0.173591,0.180552,0,0.001961,0.001961,5,0.000018,0,0,0,0.018914
Liza Minnelli,Liza Minnelli,,3,3,8,0.192354,0.200193,28387.455527,0.003401,0.003401,5,0.000038,0,0,0,0.042301
Stock Aitken Waterman,Stock Aitken Waterman,,2,2,9,0.17437,0.181471,10088.360798,0.001986,0.001986,0,0.000031,0,0,0,0.020536
Paul Jabara,Paul Jabara,,1,1,9,0.173591,0.180552,0,0.001961,0.001961,5,0.000018,0,0,0,0.018914
Mike Stock (musician),Mike Stock (musician),,8,9,8,0.180452,0.187978,87141.273962,0.002236,0.002236,5,0.00012,0,0,0,0.032193
Musical Youth,Musical Youth,,1,2,9,0.173591,0.180552,0,0.001961,0.001961,5,0.000018,0,0,0,0.018914
Jacob Collier,Jacob Collier,,3,4,9,0.181306,0.190278,38831,0.011202,0.011202,5,0.000057,0,0,0,0.052668
Snarky Puppy,Snarky Puppy,,1,1,10,0.153481,0.158655,0,0.000783,0.000783,5,0.000024,0,0,0,0.003865
Pussycat Dolls,Pussycat Dolls,,1,1,9,0.167185,0.1735,0,0.001569,0.001569,5,0.000017,0,0,0,0.011716
John Pizzarelli,John Pizzarelli,,2,2,10,0.155805,0.161254,1244.408549,0.001381,0.001381,26,0.000034,0,0,0,0.006363
Andreas Varady,Andreas Varady,,4,6,9,0.18324,0.192607,48732.028354,0.011423,0.011423,5,0.000056,0,0,0,0.056911
Radovan Tariska,Radovan Tariska,,1,1,10,0.154864,0.160234,0,0.000799,0.000799,5,0.00002,0,0,0,0.004221
David Lyttle,David Lyttle,,4,5,9,0.181276,0.188893,62073.61246,0.001957,0.001957,5,0.000054,0,0,0,0.03672
Martin Taylor (guitarist),Martin Taylor (guitarist),,3,4,9,0.164239,0.170863,9191.332153,0.001977,0.001977,1,0.000042,0,0.333333,1,0.015474
MC Trouble,MC Trouble,,1,1,9,0.163351,0.169323,0,0.001366,0.001366,5,0.000017,0,0,0,0.011326
Sean Levert,Sean Levert,,5,5,9,0.164683,0.171558,12087.180537,0.002052,0.002052,5,0.000055,0,0.5,5,0.031181
Benny Bailey,Benny Bailey,,9,11,9,0.18387,0.194492,98464.673756,0.035063,0.035063,26,0.000123,0,0.055556,2,0.127749
Branislav Lala Kovačev,Branislav Lala Kovačev,,2,2,8,0.178077,0.18565,5349.713487,0.006506,0.006506,26,0.000029,0,0,0,0.038025
Freddie Redd,Freddie Redd,,2,2,10,0.155822,0.162228,5.517782,0.005131,0.005131,26,0.000028,0,0,0,0.016318
The Kenny Clarke-Francy Boland Big Band,The Kenny Clarke-Francy Boland Big Band,,1,1,10,0.155314,0.16128,0,0.002451,0.002451,26,0.000019,0,0,0,0.008665
Tony Coe,Tony Coe,,1,1,10,0.155314,0.16128,0,0.002451,0.002451,26,0.000019,0,0,0,0.008665
Bull Moose Jackson,Bull Moose Jackson,,1,1,10,0.155314,0.16128,0,0.002451,0.002451,26,0.000019,0,0,0,0.008665
Scatman Crothers,Scatman Crothers,,1,1,10,0.155314,0.16128,0,0.002451,0.002451,26,0.000019,0,0,0,0.008665
Kelly Clarkson,Kelly Clarkson,,15,15,8,0.201815,0.211705,506030.743016,0.004949,0.004949,22,0.000156,0,0.047619,5,0.115703
Bucky Jonson,Bucky Jonson,,1,1,9,0.171369,0.177903,0,0.001236,0.001236,5,0.000017,0,0,0,0.01759
Chris Brown (American entertainer),Chris Brown (American entertainer),,4,4,9,0.178901,0.187541,12930.902801,0.003269,0.003269,0,0.000049,0,0,0,0.059404
Torrey Carter,Torrey Carter,,10,13,9,0.179647,0.188898,23214.327875,0.009252,0.009252,5,0.000109,0,0.111111,5,0.136432
Solé,Solé,,1,1,9,0.163253,0.16915,0,0.001503,0.001503,5,0.000017,0,0,0,0.019443
Keke Wyatt,Keke Wyatt,,2,2,9,0.165303,0.171735,1110.143884,0.001692,0.001692,0,0.000028,0,0,0,0.023998
Tank (American singer),Tank (American singer),,3,4,9,0.170654,0.177555,4643.778237,0.001936,0.001936,5,0.000037,0,0,0,0.029184
Maddi Madd,Maddi Madd,,1,1,9,0.163253,0.16915,0,0.001503,0.001503,5,0.000017,0,0,0,0.019443
Swing Mob,Swing Mob,,4,4,9,0.177707,0.185913,174.896778,0.007708,0.007708,5,0.000045,0,0.833333,5,0.107056
Mario Winans,Mario Winans,,2,2,9,0.166521,0.173034,5354.049546,0.001665,0.001665,5,0.000027,0,0,0,0.025544
"Guillermo Edghill, Jr","Guillermo Edghill, Jr",,2,2,9,0.164885,0.171079,0,0.001698,0.001698,5,0.000028,0,1,1,0.024247
Timbaland & Magoo,Timbaland & Magoo,,7,8,9,0.179248,0.188054,2030.565928,0.009765,0.009765,5,0.000075,0,0.47619,10,0.137148
RL (singer),RL (singer),,1,1,9,0.163253,0.16915,0,0.001503,0.001503,5,0.000017,0,0,0,0.019443
H-Town (band),H-Town (band),,8,15,9,0.171969,0.17962,30483.446148,0.005224,0.005224,5,0.000087,0,0.25,7,0.075102
Estelle (musician),Estelle (musician),,7,7,9,0.182374,0.19143,47330.046,0.003542,0.003542,0,0.000084,0,0.095238,2,0.07333
WhoIsParadise,WhoIsParadise,,5,8,8,0.185679,0.194602,18198.886053,0.002477,0.002477,0,0.000061,0,0.3,3,0.073307
The 57th Dynasty,The 57th Dynasty,,8,10,9,0.184397,0.192923,77753.024144,0.001958,0.001958,0,0.00011,0,0.107143,3,0.060057
Busta Rhymes,Busta Rhymes,,11,11,8,0.197181,0.209183,164081.54904,0.011654,0.011654,0,0.000115,0,0.036364,2,0.191315
Black Eyed Peas,Black Eyed Peas,,4,4,8,0.189423,0.197037,23127.79303,0.002477,0.002477,0,0.000044,0,0.333333,2,0.046872
Jully Black,Jully Black,,1,1,9,0.171369,0.177903,0,0.001236,0.001236,5,0.000017,0,0,0,0.01759
GoonRock,GoonRock,,8,9,8,0.187396,0.196359,36129.546203,0.00338,0.00338,5,0.000087,0,0,0,0.077463
Taboo (rapper),Taboo (rapper),,8,12,9,0.17859,0.186698,59049.206844,0.002274,0.002274,5,0.000102,0,0.142857,4,0.049304
Christina Aguilera,Christina Aguilera,,17,17,8,0.202761,0.214434,300506.779376,0.013832,0.013831,5,0.000166,0,0,0,0.196462
Kwamé,Kwamé,,11,19,8,0.183694,0.193346,100674.46591,0.006625,0.006625,5,0.000135,0,0.054545,3,0.104488
The Shapeshifters,The Shapeshifters,,5,6,8,0.183243,0.190716,47980.807672,0.001737,0.001737,5,0.000066,0,0,0,0.032875
Ethan Farmer,Ethan Farmer,,7,8,8,0.189966,0.199387,33650.411926,0.006288,0.006288,5,0.000071,0,0,0,0.096777
John Garrison (musician),John Garrison (musician),,11,12,9,0.179899,0.187847,93583.257908,0.002192,0.002192,5,0.00014,0,0,0,0.051304
John Legend,John Legend,,14,14,8,0.20233,0.214706,602075.744724,0.006525,0.006524,22,0.000152,0,0,0,0.162877
Chrisette Michele,Chrisette Michele,,1,1,9,0.171369,0.177903,0,0.001236,0.001236,5,0.000017,0,0,0,0.01759
Stefanie Ridel,Stefanie Ridel,,2,2,9,0.158071,0.162626,3379.819473,0.000106,0.000106,5,0.000032,0,0,0,0.005044
Halo Circus,Halo Circus,,1,1,9,0.154765,0.158736,0,0.00007,0.00007,20,0.000019,0,0,0,0.002588
Dave Stewart (keyboardist),Dave Stewart (keyboardist),,1,1,9,0.175073,0.180907,0,0.000677,0.000677,20,0.000018,0,0,0,0.010757
A. R. Rahman,A. R. Rahman,,1,1,9,0.175073,0.180907,0,0.000677,0.000677,20,0.000018,0,0,0,0.010757
Carrie Underwood,Carrie Underwood,,8,8,8,0.191599,0.200242,155985.094152,0.002132,0.002132,25,0.00009,0,0,0,0.062317
Chris Tompkins,Chris Tompkins,,6,8,9,0.165786,0.171389,47339.660182,0.000243,0.000243,22,0.000086,0,0.066667,1,0.014889
Kylee,Kylee,,1,2,9,0.175073,0.180907,0,0.000677,0.000677,20,0.000018,0,0,0,0.010757
Chris Standring,Chris Standring,,1,1,9,0.170007,0.175577,0,0.000619,0.000619,7,0.000018,0,0,0,0.009036
CeCe Peniston,CeCe Peniston,,2,2,9,0.175718,0.182494,3162.039038,0.001431,0.001431,7,0.000027,0,0,0,0.019257
Andrae Crouch,Andrae Crouch,,6,6,8,0.180228,0.187942,55295.273839,0.002458,0.002458,18,0.000073,0,0.066667,1,0.039135
Sherman Andrus,Sherman Andrus,,3,5,9,0.158685,0.163956,10036.804484,0.000272,0.000272,2,0.000045,0,0.333333,1,0.009759
Joy Enriquez,Joy Enriquez,,1,1,9,0.17554,0.18228,0,0.001958,0.001958,5,0.000016,0,0,0,0.02645
Larry Tee,Larry Tee,,24,28,8,0.191957,0.200917,411151.739592,0.002319,0.002319,25,0.000359,0,0.003623,1,0.091316
Brandy Norwood,Brandy Norwood,,8,8,9,0.189336,0.199587,34271.808956,0.006507,0.006507,5,0.000081,0,0.071429,2,0.110169
Mica Javier,Mica Javier,,3,4,9,0.17655,0.184324,20941.570142,0.003808,0.003808,5,0.000043,0,0,0,0.057521
Ciara,Ciara,,9,9,8,0.183046,0.192311,30420.778955,0.008321,0.008321,5,0.000094,0,0.111111,4,0.12576
Natasha (singer),Natasha (singer),,5,6,9,0.176339,0.183729,26477.899914,0.002702,0.002702,5,0.000063,0,0.1,1,0.040923
Don Vito (producer),Don Vito (producer),,15,17,9,0.181906,0.19002,147291.207662,0.00359,0.00359,5,0.0002,0,0.028571,3,0.068174
